sea_level,time
millimeters,UTC
1827,1991-09-22T12:00:00Z
1856,1991-09-23T12:00:00Z
1866,1991-09-24T12:00:00Z
1844,1991-09-25T12:00:00Z
1817,1991-09-26T12:00:00Z
1815,1991-09-27T12:00:00Z
1809,1991-09-28T12:00:00Z
1800,1991-09-29T12:00:00Z
1816,1991-09-30T12:00:00Z
1845,1991-10-01T12:00:00Z
1871,1991-10-02T12:00:00Z
1881,1991-10-03T12:00:00Z
1897,1991-10-04T12:00:00Z
1927,1991-10-05T12:00:00Z
1930,1991-10-06T12:00:00Z
1905,1991-10-07T12:00:00Z
1868,1991-10-08T12:00:00Z
1850,1991-10-09T12:00:00Z
1823,1991-10-10T12:00:00Z
1814,1991-10-11T12:00:00Z
1829,1991-10-12T12:00:00Z
1837,1991-10-13T12:00:00Z
1827,1991-10-14T12:00:00Z
1839,1991-10-15T12:00:00Z
1864,1991-10-16T12:00:00Z
1868,1991-10-17T12:00:00Z
1866,1991-10-18T12:00:00Z
1859,1991-10-19T12:00:00Z
1886,1991-10-20T12:00:00Z
1889,1991-10-21T12:00:00Z
1847,1991-10-22T12:00:00Z
1811,1991-10-23T12:00:00Z
1820,1991-10-24T12:00:00Z
1825,1991-10-25T12:00:00Z
1824,1991-10-26T12:00:00Z
1839,1991-10-27T12:00:00Z
1821,1991-10-28T12:00:00Z
1824,1991-10-29T12:00:00Z
1854,1991-10-30T12:00:00Z
1866,1991-10-31T12:00:00Z
1859,1991-11-01T12:00:00Z
1845,1991-11-02T12:00:00Z
1825,1991-11-03T12:00:00Z
1821,1991-11-04T12:00:00Z
1833,1991-11-05T12:00:00Z
1823,1991-11-06T12:00:00Z
1797,1991-11-07T12:00:00Z
1783,1991-11-08T12:00:00Z
1776,1991-11-09T12:00:00Z
1792,1991-11-10T12:00:00Z
1792,1991-11-11T12:00:00Z
1793,1991-11-12T12:00:00Z
1809,1991-11-13T12:00:00Z
1817,1991-11-14T12:00:00Z
1830,1991-11-15T12:00:00Z
1837,1991-11-16T12:00:00Z
1838,1991-11-17T12:00:00Z
1852,1991-11-18T12:00:00Z
1854,1991-11-19T12:00:00Z
1823,1991-11-20T12:00:00Z
1804,1991-11-21T12:00:00Z
1802,1991-11-22T12:00:00Z
1782,1991-11-23T12:00:00Z
1743,1991-11-24T12:00:00Z
1743,1991-11-25T12:00:00Z
1786,1991-11-26T12:00:00Z
1827,1991-11-27T12:00:00Z
NaN,1991-11-28T12:00:00Z
NaN,1991-11-29T12:00:00Z
NaN,1991-11-30T12:00:00Z
NaN,1991-12-01T12:00:00Z
NaN,1991-12-02T12:00:00Z
NaN,1991-12-03T12:00:00Z
NaN,1991-12-04T12:00:00Z
NaN,1991-12-05T12:00:00Z
NaN,1991-12-06T12:00:00Z
NaN,1991-12-07T12:00:00Z
NaN,1991-12-08T12:00:00Z
NaN,1991-12-09T12:00:00Z
NaN,1991-12-10T12:00:00Z
NaN,1991-12-11T12:00:00Z
NaN,1991-12-12T12:00:00Z
NaN,1991-12-13T12:00:00Z
NaN,1991-12-14T12:00:00Z
NaN,1991-12-15T12:00:00Z
NaN,1991-12-16T12:00:00Z
NaN,1991-12-17T12:00:00Z
NaN,1991-12-18T12:00:00Z
NaN,1991-12-19T12:00:00Z
NaN,1991-12-20T12:00:00Z
NaN,1991-12-21T12:00:00Z
NaN,1991-12-22T12:00:00Z
NaN,1991-12-23T12:00:00Z
NaN,1991-12-24T12:00:00Z
NaN,1991-12-25T12:00:00Z
NaN,1991-12-26T12:00:00Z
NaN,1991-12-27T12:00:00Z
NaN,1991-12-28T12:00:00Z
NaN,1991-12-29T12:00:00Z
NaN,1991-12-30T12:00:00Z
NaN,1991-12-31T12:00:00Z
NaN,1992-01-01T12:00:00Z
NaN,1992-01-02T12:00:00Z
NaN,1992-01-03T12:00:00Z
NaN,1992-01-04T12:00:00Z
NaN,1992-01-05T12:00:00Z
NaN,1992-01-06T12:00:00Z
NaN,1992-01-07T12:00:00Z
1882,1992-01-08T12:00:00Z
1912,1992-01-09T12:00:00Z
1927,1992-01-10T12:00:00Z
1924,1992-01-11T12:00:00Z
1951,1992-01-12T12:00:00Z
1924,1992-01-13T12:00:00Z
1877,1992-01-14T12:00:00Z
NaN,1992-01-15T12:00:00Z
NaN,1992-01-16T12:00:00Z
NaN,1992-01-17T12:00:00Z
NaN,1992-01-18T12:00:00Z
1821,1992-01-19T12:00:00Z
1817,1992-01-20T12:00:00Z
1826,1992-01-21T12:00:00Z
1839,1992-01-22T12:00:00Z
1841,1992-01-23T12:00:00Z
1854,1992-01-24T12:00:00Z
1847,1992-01-25T12:00:00Z
1821,1992-01-26T12:00:00Z
1799,1992-01-27T12:00:00Z
1789,1992-01-28T12:00:00Z
1803,1992-01-29T12:00:00Z
1815,1992-01-30T12:00:00Z
1817,1992-01-31T12:00:00Z
1849,1992-02-01T12:00:00Z
1866,1992-02-02T12:00:00Z
1876,1992-02-03T12:00:00Z
1859,1992-02-04T12:00:00Z
1856,1992-02-05T12:00:00Z
1867,1992-02-06T12:00:00Z
1860,1992-02-07T12:00:00Z
1864,1992-02-08T12:00:00Z
1893,1992-02-09T12:00:00Z
1910,1992-02-10T12:00:00Z
1885,1992-02-11T12:00:00Z
1853,1992-02-12T12:00:00Z
1856,1992-02-13T12:00:00Z
1876,1992-02-14T12:00:00Z
1878,1992-02-15T12:00:00Z
1872,1992-02-16T12:00:00Z
1912,1992-02-17T12:00:00Z
1917,1992-02-18T12:00:00Z
1912,1992-02-19T12:00:00Z
1923,1992-02-20T12:00:00Z
1900,1992-02-21T12:00:00Z
1869,1992-02-22T12:00:00Z
1846,1992-02-23T12:00:00Z
1831,1992-02-24T12:00:00Z
1836,1992-02-25T12:00:00Z
1842,1992-02-26T12:00:00Z
1824,1992-02-27T12:00:00Z
1815,1992-02-28T12:00:00Z
1842,1992-02-29T12:00:00Z
1860,1992-03-01T12:00:00Z
1857,1992-03-02T12:00:00Z
1874,1992-03-03T12:00:00Z
1850,1992-03-04T12:00:00Z
1792,1992-03-05T12:00:00Z
1795,1992-03-06T12:00:00Z
1794,1992-03-07T12:00:00Z
1839,1992-03-08T12:00:00Z
1872,1992-03-09T12:00:00Z
1877,1992-03-10T12:00:00Z
1889,1992-03-11T12:00:00Z
1871,1992-03-12T12:00:00Z
1876,1992-03-13T12:00:00Z
1903,1992-03-14T12:00:00Z
1907,1992-03-15T12:00:00Z
1922,1992-03-16T12:00:00Z
1928,1992-03-17T12:00:00Z
1923,1992-03-18T12:00:00Z
1934,1992-03-19T12:00:00Z
1931,1992-03-20T12:00:00Z
1916,1992-03-21T12:00:00Z
1932,1992-03-22T12:00:00Z
1941,1992-03-23T12:00:00Z
1938,1992-03-24T12:00:00Z
1938,1992-03-25T12:00:00Z
1950,1992-03-26T12:00:00Z
1956,1992-03-27T12:00:00Z
1951,1992-03-28T12:00:00Z
1951,1992-03-29T12:00:00Z
1972,1992-03-30T12:00:00Z
1984,1992-03-31T12:00:00Z
1977,1992-04-01T12:00:00Z
1958,1992-04-02T12:00:00Z
1940,1992-04-03T12:00:00Z
1933,1992-04-04T12:00:00Z
1943,1992-04-05T12:00:00Z
1960,1992-04-06T12:00:00Z
1949,1992-04-07T12:00:00Z
1925,1992-04-08T12:00:00Z
1933,1992-04-09T12:00:00Z
1926,1992-04-10T12:00:00Z
1925,1992-04-11T12:00:00Z
1945,1992-04-12T12:00:00Z
1935,1992-04-13T12:00:00Z
1915,1992-04-14T12:00:00Z
1927,1992-04-15T12:00:00Z
1949,1992-04-16T12:00:00Z
1928,1992-04-17T12:00:00Z
1894,1992-04-18T12:00:00Z
1894,1992-04-19T12:00:00Z
1885,1992-04-20T12:00:00Z
1887,1992-04-21T12:00:00Z
1903,1992-04-22T12:00:00Z
1921,1992-04-23T12:00:00Z
1916,1992-04-24T12:00:00Z
1904,1992-04-25T12:00:00Z
1908,1992-04-26T12:00:00Z
1907,1992-04-27T12:00:00Z
1913,1992-04-28T12:00:00Z
1915,1992-04-29T12:00:00Z
1903,1992-04-30T12:00:00Z
1905,1992-05-01T12:00:00Z
1911,1992-05-02T12:00:00Z
1902,1992-05-03T12:00:00Z
1910,1992-05-04T12:00:00Z
1916,1992-05-05T12:00:00Z
1915,1992-05-06T12:00:00Z
1936,1992-05-07T12:00:00Z
1942,1992-05-08T12:00:00Z
1949,1992-05-09T12:00:00Z
1954,1992-05-10T12:00:00Z
1940,1992-05-11T12:00:00Z
1925,1992-05-12T12:00:00Z
1912,1992-05-13T12:00:00Z
1901,1992-05-14T12:00:00Z
1926,1992-05-15T12:00:00Z
1924,1992-05-16T12:00:00Z
1893,1992-05-17T12:00:00Z
1873,1992-05-18T12:00:00Z
1845,1992-05-19T12:00:00Z
NaN,1992-05-20T12:00:00Z
NaN,1992-05-21T12:00:00Z
NaN,1992-05-22T12:00:00Z
NaN,1992-05-23T12:00:00Z
NaN,1992-05-24T12:00:00Z
1873,1992-05-25T12:00:00Z
1864,1992-05-26T12:00:00Z
1865,1992-05-27T12:00:00Z
1877,1992-05-28T12:00:00Z
1901,1992-05-29T12:00:00Z
1899,1992-05-30T12:00:00Z
1889,1992-05-31T12:00:00Z
1862,1992-06-01T12:00:00Z
1846,1992-06-02T12:00:00Z
1839,1992-06-03T12:00:00Z
1849,1992-06-04T12:00:00Z
1886,1992-06-05T12:00:00Z
1907,1992-06-06T12:00:00Z
1942,1992-06-07T12:00:00Z
1948,1992-06-08T12:00:00Z
1901,1992-06-09T12:00:00Z
1888,1992-06-10T12:00:00Z
1904,1992-06-11T12:00:00Z
1922,1992-06-12T12:00:00Z
1882,1992-06-13T12:00:00Z
1839,1992-06-14T12:00:00Z
1851,1992-06-15T12:00:00Z
1856,1992-06-16T12:00:00Z
1870,1992-06-17T12:00:00Z
1905,1992-06-18T12:00:00Z
1901,1992-06-19T12:00:00Z
1888,1992-06-20T12:00:00Z
1896,1992-06-21T12:00:00Z
1879,1992-06-22T12:00:00Z
1899,1992-06-23T12:00:00Z
1919,1992-06-24T12:00:00Z
1899,1992-06-25T12:00:00Z
1857,1992-06-26T12:00:00Z
1834,1992-06-27T12:00:00Z
1838,1992-06-28T12:00:00Z
1864,1992-06-29T12:00:00Z
1897,1992-06-30T12:00:00Z
1927,1992-07-01T12:00:00Z
1932,1992-07-02T12:00:00Z
1923,1992-07-03T12:00:00Z
1930,1992-07-04T12:00:00Z
1920,1992-07-05T12:00:00Z
1909,1992-07-06T12:00:00Z
1906,1992-07-07T12:00:00Z
1918,1992-07-08T12:00:00Z
1894,1992-07-09T12:00:00Z
1867,1992-07-10T12:00:00Z
1873,1992-07-11T12:00:00Z
1894,1992-07-12T12:00:00Z
1922,1992-07-13T12:00:00Z
1934,1992-07-14T12:00:00Z
1919,1992-07-15T12:00:00Z
1926,1992-07-16T12:00:00Z
1959,1992-07-17T12:00:00Z
1970,1992-07-18T12:00:00Z
1950,1992-07-19T12:00:00Z
1953,1992-07-20T12:00:00Z
1940,1992-07-21T12:00:00Z
1911,1992-07-22T12:00:00Z
1928,1992-07-23T12:00:00Z
1945,1992-07-24T12:00:00Z
1924,1992-07-25T12:00:00Z
1924,1992-07-26T12:00:00Z
1940,1992-07-27T12:00:00Z
1939,1992-07-28T12:00:00Z
1925,1992-07-29T12:00:00Z
1934,1992-07-30T12:00:00Z
1950,1992-07-31T12:00:00Z
1934,1992-08-01T12:00:00Z
1917,1992-08-02T12:00:00Z
1918,1992-08-03T12:00:00Z
1932,1992-08-04T12:00:00Z
1907,1992-08-05T12:00:00Z
1868,1992-08-06T12:00:00Z
1860,1992-08-07T12:00:00Z
1832,1992-08-08T12:00:00Z
1814,1992-08-09T12:00:00Z
1838,1992-08-10T12:00:00Z
1837,1992-08-11T12:00:00Z
1828,1992-08-12T12:00:00Z
1835,1992-08-13T12:00:00Z
1869,1992-08-14T12:00:00Z
1856,1992-08-15T12:00:00Z
1846,1992-08-16T12:00:00Z
1853,1992-08-17T12:00:00Z
1853,1992-08-18T12:00:00Z
1839,1992-08-19T12:00:00Z
1829,1992-08-20T12:00:00Z
1829,1992-08-21T12:00:00Z
1806,1992-08-22T12:00:00Z
1784,1992-08-23T12:00:00Z
1822,1992-08-24T12:00:00Z
1851,1992-08-25T12:00:00Z
1865,1992-08-26T12:00:00Z
1867,1992-08-27T12:00:00Z
1902,1992-08-28T12:00:00Z
1942,1992-08-29T12:00:00Z
1927,1992-08-30T12:00:00Z
1903,1992-08-31T12:00:00Z
1907,1992-09-01T12:00:00Z
1880,1992-09-02T12:00:00Z
1842,1992-09-03T12:00:00Z
1820,1992-09-04T12:00:00Z
1831,1992-09-05T12:00:00Z
1842,1992-09-06T12:00:00Z
1837,1992-09-07T12:00:00Z
1831,1992-09-08T12:00:00Z
1843,1992-09-09T12:00:00Z
1887,1992-09-10T12:00:00Z
1907,1992-09-11T12:00:00Z
1878,1992-09-12T12:00:00Z
1868,1992-09-13T12:00:00Z
1862,1992-09-14T12:00:00Z
1848,1992-09-15T12:00:00Z
1839,1992-09-16T12:00:00Z
1856,1992-09-17T12:00:00Z
1872,1992-09-18T12:00:00Z
1867,1992-09-19T12:00:00Z
1849,1992-09-20T12:00:00Z
1828,1992-09-21T12:00:00Z
1865,1992-09-22T12:00:00Z
1880,1992-09-23T12:00:00Z
1881,1992-09-24T12:00:00Z
1892,1992-09-25T12:00:00Z
1886,1992-09-26T12:00:00Z
1848,1992-09-27T12:00:00Z
1824,1992-09-28T12:00:00Z
1832,1992-09-29T12:00:00Z
1845,1992-09-30T12:00:00Z
1842,1992-10-01T12:00:00Z
1825,1992-10-02T12:00:00Z
1825,1992-10-03T12:00:00Z
1821,1992-10-04T12:00:00Z
1818,1992-10-05T12:00:00Z
1836,1992-10-06T12:00:00Z
1852,1992-10-07T12:00:00Z
1832,1992-10-08T12:00:00Z
1818,1992-10-09T12:00:00Z
1811,1992-10-10T12:00:00Z
1798,1992-10-11T12:00:00Z
1791,1992-10-12T12:00:00Z
1772,1992-10-13T12:00:00Z
1789,1992-10-14T12:00:00Z
1786,1992-10-15T12:00:00Z
1783,1992-10-16T12:00:00Z
1767,1992-10-17T12:00:00Z
1763,1992-10-18T12:00:00Z
1791,1992-10-19T12:00:00Z
1808,1992-10-20T12:00:00Z
1829,1992-10-21T12:00:00Z
1833,1992-10-22T12:00:00Z
1817,1992-10-23T12:00:00Z
1790,1992-10-24T12:00:00Z
1773,1992-10-25T12:00:00Z
1784,1992-10-26T12:00:00Z
1785,1992-10-27T12:00:00Z
1773,1992-10-28T12:00:00Z
1788,1992-10-29T12:00:00Z
1808,1992-10-30T12:00:00Z
1813,1992-10-31T12:00:00Z
1809,1992-11-01T12:00:00Z
1797,1992-11-02T12:00:00Z
1814,1992-11-03T12:00:00Z
1822,1992-11-04T12:00:00Z
1820,1992-11-05T12:00:00Z
1814,1992-11-06T12:00:00Z
1837,1992-11-07T12:00:00Z
1840,1992-11-08T12:00:00Z
1812,1992-11-09T12:00:00Z
1826,1992-11-10T12:00:00Z
1846,1992-11-11T12:00:00Z
1852,1992-11-12T12:00:00Z
1873,1992-11-13T12:00:00Z
1901,1992-11-14T12:00:00Z
1920,1992-11-15T12:00:00Z
1948,1992-11-16T12:00:00Z
1945,1992-11-17T12:00:00Z
1931,1992-11-18T12:00:00Z
1928,1992-11-19T12:00:00Z
1908,1992-11-20T12:00:00Z
1893,1992-11-21T12:00:00Z
1847,1992-11-22T12:00:00Z
1826,1992-11-23T12:00:00Z
1830,1992-11-24T12:00:00Z
1836,1992-11-25T12:00:00Z
1850,1992-11-26T12:00:00Z
1875,1992-11-27T12:00:00Z
1890,1992-11-28T12:00:00Z
1907,1992-11-29T12:00:00Z
1917,1992-11-30T12:00:00Z
1915,1992-12-01T12:00:00Z
1930,1992-12-02T12:00:00Z
1941,1992-12-03T12:00:00Z
1907,1992-12-04T12:00:00Z
1859,1992-12-05T12:00:00Z
1857,1992-12-06T12:00:00Z
1859,1992-12-07T12:00:00Z
1853,1992-12-08T12:00:00Z
1852,1992-12-09T12:00:00Z
1857,1992-12-10T12:00:00Z
1846,1992-12-11T12:00:00Z
1851,1992-12-12T12:00:00Z
1867,1992-12-13T12:00:00Z
1877,1992-12-14T12:00:00Z
1882,1992-12-15T12:00:00Z
1904,1992-12-16T12:00:00Z
1918,1992-12-17T12:00:00Z
1897,1992-12-18T12:00:00Z
1858,1992-12-19T12:00:00Z
1844,1992-12-20T12:00:00Z
1840,1992-12-21T12:00:00Z
1845,1992-12-22T12:00:00Z
1875,1992-12-23T12:00:00Z
1876,1992-12-24T12:00:00Z
1876,1992-12-25T12:00:00Z
1883,1992-12-26T12:00:00Z
1888,1992-12-27T12:00:00Z
1888,1992-12-28T12:00:00Z
1887,1992-12-29T12:00:00Z
1903,1992-12-30T12:00:00Z
1899,1992-12-31T12:00:00Z
1900,1993-01-01T12:00:00Z
1925,1993-01-02T12:00:00Z
1926,1993-01-03T12:00:00Z
1935,1993-01-04T12:00:00Z
1924,1993-01-05T12:00:00Z
1913,1993-01-06T12:00:00Z
1901,1993-01-07T12:00:00Z
1893,1993-01-08T12:00:00Z
1905,1993-01-09T12:00:00Z
1913,1993-01-10T12:00:00Z
1905,1993-01-11T12:00:00Z
1902,1993-01-12T12:00:00Z
1909,1993-01-13T12:00:00Z
1904,1993-01-14T12:00:00Z
1879,1993-01-15T12:00:00Z
1873,1993-01-16T12:00:00Z
1883,1993-01-17T12:00:00Z
1888,1993-01-18T12:00:00Z
1896,1993-01-19T12:00:00Z
1907,1993-01-20T12:00:00Z
1913,1993-01-21T12:00:00Z
1895,1993-01-22T12:00:00Z
1885,1993-01-23T12:00:00Z
1872,1993-01-24T12:00:00Z
1874,1993-01-25T12:00:00Z
1869,1993-01-26T12:00:00Z
1836,1993-01-27T12:00:00Z
1842,1993-01-28T12:00:00Z
1874,1993-01-29T12:00:00Z
1886,1993-01-30T12:00:00Z
1872,1993-01-31T12:00:00Z
1837,1993-02-01T12:00:00Z
1823,1993-02-02T12:00:00Z
1818,1993-02-03T12:00:00Z
1802,1993-02-04T12:00:00Z
1795,1993-02-05T12:00:00Z
1833,1993-02-06T12:00:00Z
1856,1993-02-07T12:00:00Z
1835,1993-02-08T12:00:00Z
1828,1993-02-09T12:00:00Z
1849,1993-02-10T12:00:00Z
1856,1993-02-11T12:00:00Z
1847,1993-02-12T12:00:00Z
1858,1993-02-13T12:00:00Z
1861,1993-02-14T12:00:00Z
1870,1993-02-15T12:00:00Z
1877,1993-02-16T12:00:00Z
1870,1993-02-17T12:00:00Z
1879,1993-02-18T12:00:00Z
1896,1993-02-19T12:00:00Z
1901,1993-02-20T12:00:00Z
1903,1993-02-21T12:00:00Z
1914,1993-02-22T12:00:00Z
1909,1993-02-23T12:00:00Z
1895,1993-02-24T12:00:00Z
1892,1993-02-25T12:00:00Z
1909,1993-02-26T12:00:00Z
1906,1993-02-27T12:00:00Z
1872,1993-02-28T12:00:00Z
1863,1993-03-01T12:00:00Z
1880,1993-03-02T12:00:00Z
1900,1993-03-03T12:00:00Z
1921,1993-03-04T12:00:00Z
1934,1993-03-05T12:00:00Z
1934,1993-03-06T12:00:00Z
1937,1993-03-07T12:00:00Z
1938,1993-03-08T12:00:00Z
1944,1993-03-09T12:00:00Z
1939,1993-03-10T12:00:00Z
1924,1993-03-11T12:00:00Z
1900,1993-03-12T12:00:00Z
1881,1993-03-13T12:00:00Z
1879,1993-03-14T12:00:00Z
1883,1993-03-15T12:00:00Z
1884,1993-03-16T12:00:00Z
1889,1993-03-17T12:00:00Z
1895,1993-03-18T12:00:00Z
1906,1993-03-19T12:00:00Z
1905,1993-03-20T12:00:00Z
1890,1993-03-21T12:00:00Z
1894,1993-03-22T12:00:00Z
1892,1993-03-23T12:00:00Z
1877,1993-03-24T12:00:00Z
1882,1993-03-25T12:00:00Z
1896,1993-03-26T12:00:00Z
1890,1993-03-27T12:00:00Z
1873,1993-03-28T12:00:00Z
1873,1993-03-29T12:00:00Z
1887,1993-03-30T12:00:00Z
1890,1993-03-31T12:00:00Z
1891,1993-04-01T12:00:00Z
1914,1993-04-02T12:00:00Z
1930,1993-04-03T12:00:00Z
1928,1993-04-04T12:00:00Z
1918,1993-04-05T12:00:00Z
1906,1993-04-06T12:00:00Z
1897,1993-04-07T12:00:00Z
1886,1993-04-08T12:00:00Z
1889,1993-04-09T12:00:00Z
1902,1993-04-10T12:00:00Z
1898,1993-04-11T12:00:00Z
1890,1993-04-12T12:00:00Z
1902,1993-04-13T12:00:00Z
1901,1993-04-14T12:00:00Z
1903,1993-04-15T12:00:00Z
1921,1993-04-16T12:00:00Z
1933,1993-04-17T12:00:00Z
1934,1993-04-18T12:00:00Z
1920,1993-04-19T12:00:00Z
1914,1993-04-20T12:00:00Z
1920,1993-04-21T12:00:00Z
1935,1993-04-22T12:00:00Z
1925,1993-04-23T12:00:00Z
1927,1993-04-24T12:00:00Z
1916,1993-04-25T12:00:00Z
1903,1993-04-26T12:00:00Z
1914,1993-04-27T12:00:00Z
1923,1993-04-28T12:00:00Z
1916,1993-04-29T12:00:00Z
1931,1993-04-30T12:00:00Z
1964,1993-05-01T12:00:00Z
1965,1993-05-02T12:00:00Z
1949,1993-05-03T12:00:00Z
1942,1993-05-04T12:00:00Z
1936,1993-05-05T12:00:00Z
1903,1993-05-06T12:00:00Z
1875,1993-05-07T12:00:00Z
1892,1993-05-08T12:00:00Z
1919,1993-05-09T12:00:00Z
1922,1993-05-10T12:00:00Z
1917,1993-05-11T12:00:00Z
1907,1993-05-12T12:00:00Z
1914,1993-05-13T12:00:00Z
1897,1993-05-14T12:00:00Z
1896,1993-05-15T12:00:00Z
1924,1993-05-16T12:00:00Z
1895,1993-05-17T12:00:00Z
1881,1993-05-18T12:00:00Z
1910,1993-05-19T12:00:00Z
1897,1993-05-20T12:00:00Z
1869,1993-05-21T12:00:00Z
1865,1993-05-22T12:00:00Z
1862,1993-05-23T12:00:00Z
1856,1993-05-24T12:00:00Z
1866,1993-05-25T12:00:00Z
1871,1993-05-26T12:00:00Z
1878,1993-05-27T12:00:00Z
1916,1993-05-28T12:00:00Z
1929,1993-05-29T12:00:00Z
1923,1993-05-30T12:00:00Z
1903,1993-05-31T12:00:00Z
1883,1993-06-01T12:00:00Z
1882,1993-06-02T12:00:00Z
1876,1993-06-03T12:00:00Z
1890,1993-06-04T12:00:00Z
1904,1993-06-05T12:00:00Z
1908,1993-06-06T12:00:00Z
1920,1993-06-07T12:00:00Z
1933,1993-06-08T12:00:00Z
1912,1993-06-09T12:00:00Z
1898,1993-06-10T12:00:00Z
1921,1993-06-11T12:00:00Z
1928,1993-06-12T12:00:00Z
1902,1993-06-13T12:00:00Z
1882,1993-06-14T12:00:00Z
1876,1993-06-15T12:00:00Z
1864,1993-06-16T12:00:00Z
1851,1993-06-17T12:00:00Z
1848,1993-06-18T12:00:00Z
1863,1993-06-19T12:00:00Z
1867,1993-06-20T12:00:00Z
1854,1993-06-21T12:00:00Z
1868,1993-06-22T12:00:00Z
1903,1993-06-23T12:00:00Z
1907,1993-06-24T12:00:00Z
1903,1993-06-25T12:00:00Z
1913,1993-06-26T12:00:00Z
1907,1993-06-27T12:00:00Z
1909,1993-06-28T12:00:00Z
1921,1993-06-29T12:00:00Z
1895,1993-06-30T12:00:00Z
1885,1993-07-01T12:00:00Z
1913,1993-07-02T12:00:00Z
1921,1993-07-03T12:00:00Z
1917,1993-07-04T12:00:00Z
1931,1993-07-05T12:00:00Z
1915,1993-07-06T12:00:00Z
1900,1993-07-07T12:00:00Z
1924,1993-07-08T12:00:00Z
1932,1993-07-09T12:00:00Z
1956,1993-07-10T12:00:00Z
1992,1993-07-11T12:00:00Z
1990,1993-07-12T12:00:00Z
1990,1993-07-13T12:00:00Z
1974,1993-07-14T12:00:00Z
1933,1993-07-15T12:00:00Z
1920,1993-07-16T12:00:00Z
1917,1993-07-17T12:00:00Z
1894,1993-07-18T12:00:00Z
1867,1993-07-19T12:00:00Z
1862,1993-07-20T12:00:00Z
1876,1993-07-21T12:00:00Z
NaN,1993-07-22T12:00:00Z
NaN,1993-07-23T12:00:00Z
NaN,1993-07-24T12:00:00Z
1873,1993-07-25T12:00:00Z
1853,1993-07-26T12:00:00Z
1831,1993-07-27T12:00:00Z
1822,1993-07-28T12:00:00Z
1818,1993-07-29T12:00:00Z
1821,1993-07-30T12:00:00Z
1832,1993-07-31T12:00:00Z
1832,1993-08-01T12:00:00Z
1812,1993-08-02T12:00:00Z
1827,1993-08-03T12:00:00Z
1825,1993-08-04T12:00:00Z
1792,1993-08-05T12:00:00Z
1771,1993-08-06T12:00:00Z
1757,1993-08-07T12:00:00Z
1763,1993-08-08T12:00:00Z
1766,1993-08-09T12:00:00Z
1770,1993-08-10T12:00:00Z
1784,1993-08-11T12:00:00Z
1795,1993-08-12T12:00:00Z
1821,1993-08-13T12:00:00Z
1821,1993-08-14T12:00:00Z
1804,1993-08-15T12:00:00Z
1836,1993-08-16T12:00:00Z
1829,1993-08-17T12:00:00Z
1827,1993-08-18T12:00:00Z
1832,1993-08-19T12:00:00Z
1833,1993-08-20T12:00:00Z
1832,1993-08-21T12:00:00Z
1837,1993-08-22T12:00:00Z
1838,1993-08-23T12:00:00Z
1818,1993-08-24T12:00:00Z
1841,1993-08-25T12:00:00Z
1863,1993-08-26T12:00:00Z
1862,1993-08-27T12:00:00Z
1874,1993-08-28T12:00:00Z
1886,1993-08-29T12:00:00Z
NaN,1993-08-30T12:00:00Z
NaN,1993-08-31T12:00:00Z
1849,1993-09-01T12:00:00Z
1836,1993-09-02T12:00:00Z
1836,1993-09-03T12:00:00Z
1834,1993-09-04T12:00:00Z
1811,1993-09-05T12:00:00Z
1800,1993-09-06T12:00:00Z
1805,1993-09-07T12:00:00Z
1835,1993-09-08T12:00:00Z
1860,1993-09-09T12:00:00Z
NaN,1993-09-10T12:00:00Z
NaN,1993-09-11T12:00:00Z
1868,1993-09-12T12:00:00Z
1880,1993-09-13T12:00:00Z
1890,1993-09-14T12:00:00Z
1887,1993-09-15T12:00:00Z
1879,1993-09-16T12:00:00Z
1876,1993-09-17T12:00:00Z
1865,1993-09-18T12:00:00Z
1831,1993-09-19T12:00:00Z
1818,1993-09-20T12:00:00Z
1828,1993-09-21T12:00:00Z
1842,1993-09-22T12:00:00Z
1867,1993-09-23T12:00:00Z
1874,1993-09-24T12:00:00Z
1861,1993-09-25T12:00:00Z
1862,1993-09-26T12:00:00Z
1891,1993-09-27T12:00:00Z
NaN,1993-09-28T12:00:00Z
NaN,1993-09-29T12:00:00Z
NaN,1993-09-30T12:00:00Z
1857,1993-10-01T12:00:00Z
1834,1993-10-02T12:00:00Z
1827,1993-10-03T12:00:00Z
1826,1993-10-04T12:00:00Z
1840,1993-10-05T12:00:00Z
1831,1993-10-06T12:00:00Z
1803,1993-10-07T12:00:00Z
1830,1993-10-08T12:00:00Z
1868,1993-10-09T12:00:00Z
1868,1993-10-10T12:00:00Z
1879,1993-10-11T12:00:00Z
1895,1993-10-12T12:00:00Z
1897,1993-10-13T12:00:00Z
1863,1993-10-14T12:00:00Z
1850,1993-10-15T12:00:00Z
1855,1993-10-16T12:00:00Z
1841,1993-10-17T12:00:00Z
1828,1993-10-18T12:00:00Z
1821,1993-10-19T12:00:00Z
1831,1993-10-20T12:00:00Z
1836,1993-10-21T12:00:00Z
1814,1993-10-22T12:00:00Z
1810,1993-10-23T12:00:00Z
1841,1993-10-24T12:00:00Z
1837,1993-10-25T12:00:00Z
1821,1993-10-26T12:00:00Z
1850,1993-10-27T12:00:00Z
1863,1993-10-28T12:00:00Z
1838,1993-10-29T12:00:00Z
1827,1993-10-30T12:00:00Z
1840,1993-10-31T12:00:00Z
1838,1993-11-01T12:00:00Z
1853,1993-11-02T12:00:00Z
